fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date,update_time
000347,建信安心回报6个月定开C,1.0281,1.5097,1.0268,1.5084,0.0013,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
000351,国富恒丰一年持有期债券A,1.1124,1.5861,1.1106,1.5843,0.0018,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
000352,国富恒丰一年持有期债券C,1.1070,1.5463,1.1051,1.5444,0.0019,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
000354,长盛城镇化主题混合A,1.8949,2.5429,1.8548,2.5028,0.0401,2.16,2025-08-12,2025-08-12,2025-08-12 14:58:18
000355,南方丰元信用增强债券A,1.4125,1.6446,1.4090,1.6411,0.0035,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
000356,南方丰元信用增强债券C,1.3621,1.5824,1.3587,1.5790,0.0034,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
000362,国泰聚信价值优势混合A,2.3550,3.3530,2.3440,3.3420,0.0110,0.47,2025-08-12,2025-08-12,2025-08-12 14:58:19
000363,国泰聚信价值优势混合C,2.3130,3.3070,2.3030,3.2970,0.0100,0.43,2025-08-12,2025-08-12,2025-08-12 14:58:19
000368,汇添富沪深300安中指数A,1.9755,2.4835,1.9654,2.4734,0.0101,0.51,2025-08-12,2025-08-12,2025-08-12 14:58:19
000369,广发全球医疗保健指数人民币(QDII)A,2.2130,2.3230,2.1990,2.3090,0.0140,0.64,2025-08-12,2025-08-12,2025-08-12 14:58:19
000370,广发全球医疗保健美元现汇(QDII)A,0.3100,0.3269,0.3082,0.3251,0.0018,0.58,2025-08-12,2025-08-12,2025-08-12 14:58:19
000372,中银惠利半年定期开放债券A,1.1295,1.5893,1.1264,1.5862,0.0031,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
000373,华安中证细分医药ETF联接A,1.2858,1.2858,1.2781,1.2781,0.0077,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
000376,华安中证细分医药ETF联接C,1.2306,1.2306,1.2232,1.2232,0.0074,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
000377,摩根双债增利债券A,1.1701,1.6351,1.1685,1.6335,0.0016,0.14,2025-08-12,2025-08-12,2025-08-12 14:58:19
000378,摩根双债增利债券C,1.1543,1.5863,1.1527,1.5847,0.0016,0.14,2025-08-12,2025-08-12,2025-08-12 14:58:19
000385,景顺长城景颐双利债券A,1.7830,2.0680,1.7810,2.0660,0.0020,0.11,2025-08-12,2025-08-12,2025-08-12 14:58:19
000386,景顺长城景颐双利债券C,1.7030,1.9800,1.7000,1.9770,0.0030,0.18,2025-08-12,2025-08-12,2025-08-12 14:58:19
000390,华商优势行业混合,1.3790,3.7590,1.3430,3.7230,0.0360,2.68,2025-08-12,2025-08-12,2025-08-12 14:58:18
000394,融通通源短融债券A,1.1763,1.3873,1.1759,1.3869,0.0004,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
000395,汇添富安心中国债券A,1.2014,1.4581,1.1989,1.4556,0.0025,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
000396,汇添富安心中国债券C,1.1852,1.4419,1.1828,1.4395,0.0024,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
000398,华富灵活配置混合A,0.7541,1.1991,0.7517,1.1967,0.0024,0.32,2025-08-12,2025-08-12,2025-08-12 14:58:19
000402,工银纯债债券A,1.1870,1.5793,1.1849,1.5772,0.0021,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
000403,工银纯债债券B,1.1783,1.5239,1.1762,1.5218,0.0021,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
000404,易方达新兴成长灵活配置,4.7640,4.7640,4.6630,4.6630,0.1010,2.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
000406,汇添富双利增强债券A,1.1465,1.5978,1.1427,1.5940,0.0038,0.33,2025-08-12,2025-08-12,2025-08-12 14:58:19
000407,汇添富双利增强债券C,1.1196,1.5709,1.1160,1.5673,0.0036,0.32,2025-08-12,2025-08-12,2025-08-12 14:58:19
000408,民生加银城镇化混合A,1.9030,3.2680,1.8882,3.2532,0.0148,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
000409,鹏华环保产业股票,3.2010,3.2010,3.1210,3.1210,0.0800,2.56,2025-08-12,2025-08-12,2025-08-12 14:58:18
000410,益民服务领先混合A,1.7261,4.6843,1.7083,4.6665,0.0178,1.04,2025-08-12,2025-08-12,2025-08-12 14:58:18
000411,景顺长城优质成长股票A,1.8920,2.4450,1.8460,2.3990,0.0460,2.49,2025-08-12,2025-08-12,2025-08-12 14:58:18
000417,国联安新精选混合A,1.3133,1.8353,1.3059,1.8279,0.0074,0.57,2025-08-12,2025-08-12,2025-08-12 14:58:19
000418,景顺长城成长之星股票A,4.0140,4.6440,3.9950,4.6250,0.0190,0.48,2025-08-12,2025-08-12,2025-08-12 14:58:19
000419,大摩优质信价纯债A,1.1079,1.4495,1.1044,1.4460,0.0035,0.32,2025-04-06,2025-04-06,2025-04-06 00:36:37
000420,大摩优质信价纯债C,1.0917,1.4071,1.0883,1.4037,0.0034,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
000431,鹏华品牌传承混合,2.8380,2.9200,2.7870,2.8690,0.0510,1.83,2025-08-12,2025-08-12,2025-08-12 14:58:18
000432,中银优秀企业混合,1.6900,1.6900,1.6810,1.6810,0.0090,0.54,2025-08-12,2025-08-12,2025-08-12 14:58:19
000433,安信鑫发优选混合A,2.2395,2.2395,2.2361,2.2361,0.0034,0.15,2025-08-12,2025-08-12,2025-08-12 14:58:19
000436,易方达裕惠定开混合A,1.7610,2.5190,1.7613,2.5193,-0.0003,-0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
000452,南方医药保健灵活配置混合A,2.7834,2.9984,2.7498,2.9648,0.0336,1.22,2025-08-12,2025-08-12,2025-08-12 14:58:18
000457,摩根核心成长股票A,2.7578,3.0668,2.7041,3.0131,0.0537,1.99,2025-08-12,2025-08-12,2025-08-12 14:58:18
000458,英大领先回报A,1.2797,1.9397,1.2644,1.9244,0.0153,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
000459,英大领先回报B,1.2797,1.9397,1.2644,1.9244,0.0153,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
000462,农银主题轮动混合A,2.9904,2.9904,2.9532,2.9532,0.0372,1.26,2025-08-12,2025-08-12,2025-08-12 14:58:18
000465,景顺长城鑫月薪定期支付债券,1.0010,1.6080,0.9990,1.6050,0.0020,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
000469,富国目标齐利一年期纯债债券,1.0962,1.5152,1.0949,1.5139,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
000471,富国城镇发展股票,2.2856,2.7856,2.2822,2.7822,0.0034,0.15,2025-08-12,2025-08-12,2025-08-12 14:58:19
000478,建信中证500指数增强A,2.9471,2.9471,2.9269,2.9269,0.0202,0.69,2025-08-12,2025-08-12,2025-08-12 14:58:18
000480,东方红新动力混合A,5.2790,5.3670,5.1900,5.2780,0.0890,1.71,2025-08-12,2025-08-12,2025-08-12 14:58:18
000496,长安产业精选混合A,1.1580,1.3980,1.1462,1.3862,0.0118,1.03,2025-08-12,2025-08-12,2025-08-12 14:58:18
000497,财通纯债债券A,1.0332,1.2784,1.0326,1.2778,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
000503,中信建投景和中短债A,1.1262,1.4352,1.1258,1.4348,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
000504,中信建投景和中短债C,1.1231,1.3841,1.1228,1.3838,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
000507,宏利宏达混合A,1.1880,1.6790,1.1830,1.6740,0.0050,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
000508,宏利宏达混合B,1.1690,1.6120,1.1640,1.6070,0.0050,0.43,2025-08-12,2025-08-12,2025-08-12 14:58:19
000511,国泰国策驱动灵活配置混合A,1.7330,1.8670,1.7370,1.8710,-0.0040,-0.23,2025-04-06,2025-04-06,2025-04-06 17:54:45
000513,富国高端制造行业股票A,3.3370,3.3370,3.2960,3.2960,0.0410,1.24,2025-08-12,2025-08-12,2025-08-12 14:58:18
000516,富国祥利一年期定期开放债券型A,1.1951,1.4281,1.1925,1.4255,0.0026,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
000517,富国祥利一年期定期开放债券型C,1.1561,1.3881,1.1536,1.3856,0.0025,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
000520,上银新兴价值成长混合A,1.0950,2.5730,1.0920,2.5700,0.0030,0.27,2025-08-12,2025-08-12,2025-08-12 14:58:19
000521,诺安瑞鑫定开债券,1.1446,1.3629,1.1419,1.3602,0.0027,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
000522,华润元大信息传媒科技混合A,3.6117,3.6117,3.5257,3.5257,0.0860,2.44,2025-08-12,2025-08-12,2025-08-12 14:58:18
000523,国投瑞银医疗保健混合A,1.0431,2.3681,1.0283,2.3533,0.0148,1.44,2025-08-12,2025-08-12,2025-08-12 14:58:18
000524,摩根民生需求股票A,1.9888,2.4278,1.9705,2.4095,0.0183,0.93,2025-08-12,2025-08-12,2025-08-12 14:58:18
000527,南方新优享灵活配置混合A,3.5211,3.5211,3.4906,3.4906,0.0305,0.87,2025-08-12,2025-08-12,2025-08-12 14:58:18
000529,广发竞争优势混合A,3.3293,3.3293,3.2708,3.2708,0.0585,1.79,2025-08-12,2025-08-12,2025-08-12 14:58:18
000530,招商丰盛稳定增长混合A,1.3190,1.3190,1.3220,1.3220,-0.0030,-0.23,2025-04-06,2025-04-06,2025-04-06 17:54:45
000534,长盛高端装备混合A,3.8180,4.3060,3.7720,4.2600,0.0460,1.22,2025-08-12,2025-08-12,2025-08-12 14:58:18
000535,长盛航天海工混合A,1.8014,2.3454,1.7823,2.3263,0.0191,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
000536,前海开源可转债债券A,1.3041,1.6741,1.2944,1.6644,0.0097,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
000538,诺安优势行业混合A,0.9440,0.9440,0.9370,0.9370,0.0070,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
000541,华商创新成长混合发起式A,2.3950,2.6500,2.3560,2.6110,0.0390,1.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
000545,中邮核心竞争力灵活配置混合,1.5920,1.5920,1.5780,1.5780,0.0140,0.89,2025-08-12,2025-08-12,2025-08-12 14:58:18
000547,建信健康民生混合A,5.5580,5.5580,5.5370,5.5370,0.0210,0.38,2025-08-12,2025-08-12,2025-08-12 14:58:19
000549,华安大国新经济股票A,2.9970,2.9970,2.9570,2.9570,0.0400,1.35,2025-08-12,2025-08-12,2025-08-12 14:58:18
000550,广发新动力混合,2.0120,2.0120,1.9620,1.9620,0.0500,2.55,2025-08-12,2025-08-12,2025-08-12 14:58:18
000551,中信保诚幸福消费混合A,1.5635,2.3205,1.5545,2.3115,0.0090,0.58,2025-08-12,2025-08-12,2025-08-12 14:58:19
000554,南方中国梦灵活配置混合A,2.4807,2.4807,2.4700,2.4700,0.0107,0.43,2025-08-12,2025-08-12,2025-08-12 14:58:19
000556,国投瑞银新机遇灵活配置混合A,2.2478,3.0688,2.2442,3.0652,0.0036,0.16,2025-08-12,2025-08-12,2025-08-12 14:58:19
000557,国投瑞银新机遇灵活配置混合C,2.1347,2.9207,2.1314,2.9174,0.0033,0.15,2025-08-12,2025-08-12,2025-08-12 14:58:19
000561,南方启元债券A,1.2155,1.4105,1.2128,1.4078,0.0027,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
000562,南方启元债券C,1.2087,1.3607,1.2060,1.3580,0.0027,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
000563,南方通利债券A,1.0877,1.5446,1.0817,1.5386,0.0060,0.55,2025-04-06,2025-04-06,2025-04-06 00:36:37
000564,南方通利债券C,1.0857,1.5082,1.0797,1.5022,0.0060,0.56,2025-04-06,2025-04-06,2025-04-06 00:36:37
000566,华泰柏瑞创新升级混合A,2.2990,3.5140,2.2850,3.5000,0.0140,0.61,2025-08-12,2025-08-12,2025-08-12 14:58:19
000567,广发聚祥灵活混合,1.7780,1.7780,1.7810,1.7810,-0.0030,-0.17,2025-04-06,2025-04-06,2025-04-06 17:54:45
000572,中银多策略混合A,1.3980,1.8290,1.3950,1.8260,0.0030,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
000573,天弘通利混合A,2.4580,2.5270,2.4490,2.5180,0.0090,0.37,2025-08-12,2025-08-12,2025-08-12 14:58:19
000574,宝盈新价值混合A,3.0920,3.7800,3.0890,3.7770,0.0030,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
000577,安信价值精选股票A,3.7539,3.7539,3.7357,3.7357,0.0182,0.49,2025-08-12,2025-08-12,2025-08-12 14:58:19
000578,鑫元恒鑫收益增强债券型发起式A,1.0439,1.1239,1.0441,1.1241,-0.0002,-0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
000579,鑫元恒鑫收益增强债券型发起式C,0.9999,1.0799,1.0001,1.0801,-0.0002,-0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
000584,新华鑫益灵活配置混合C,4.6219,4.6219,4.6243,4.6243,-0.0024,-0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
000585,嘉实对冲套利定期混合A,1.1070,1.1070,1.1080,1.1080,-0.0010,-0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
000586,景顺长城中小创精选股票A,2.3050,2.8770,2.2630,2.8350,0.0420,1.86,2025-08-12,2025-08-12,2025-08-12 14:58:18
000587,大成灵活配置混合A,3.1430,3.5430,3.1130,3.5130,0.0300,0.96,2025-08-12,2025-08-12,2025-08-12 14:58:18
000589,光大保德信银发商机混合A,2.8930,3.1430,2.8750,3.1250,0.0180,0.63,2025-08-12,2025-08-12,2025-08-12 14:58:19
000590,华安新活力灵活配置混合A,1.5330,1.7940,1.5300,1.7910,0.0030,0.20,2025-08-12,2025-08-12,2025-08-12 14:58:19
000591,中银健康生活混合,1.9730,1.9730,1.9590,1.9590,0.0140,0.71,2025-08-12,2025-08-12,2025-08-12 14:58:18
000592,建信改革红利股票A,3.9700,3.9700,3.9090,3.9090,0.0610,1.56,2025-08-12,2025-08-12,2025-08-12 14:58:18
000593,易方达标普消费品指数美元现汇A,0.3924,0.3924,0.3900,0.3900,0.0024,0.62,2025-04-06,2025-04-06,2025-04-06 00:36:37
000594,大摩进取优选股票,2.3170,2.3170,2.3060,2.3060,0.0110,0.48,2025-08-12,2025-08-12,2025-08-12 14:58:19
000595,嘉实泰和混合,2.8300,7.3450,2.7980,7.3110,0.0320,1.14,2025-08-12,2025-08-12,2025-08-12 14:58:18
000596,前海开源中证军工指数A,1.8610,1.8610,1.8490,1.8490,0.0120,0.65,2025-08-12,2025-08-12,2025-08-12 14:58:19
000597,中海积极收益混合,1.3860,1.6450,1.3820,1.6410,0.0040,0.29,2025-08-12,2025-08-12,2025-08-12 14:58:19
000598,长盛生态环境混合,3.5600,3.5600,3.5160,3.5160,0.0440,1.25,2025-08-12,2025-08-12,2025-08-12 14:58:18
000601,华宝创新优选混合,2.2670,2.6070,2.2260,2.5660,0.0410,1.84,2025-08-12,2025-08-12,2025-08-12 14:58:18
000606,天弘优选债券A,1.0862,1.3398,1.0843,1.3379,0.0019,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
000609,华商新量化混合A,1.8920,2.4420,1.8750,2.4250,0.0170,0.91,2025-08-12,2025-08-12,2025-08-12 14:58:18
000612,华宝生态中国混合A,3.5200,3.7200,3.4680,3.6680,0.0520,1.50,2025-08-12,2025-08-12,2025-08-12 14:58:18
000613,国寿安保沪深300ETF联接A,1.1568,1.9138,1.1523,1.9093,0.0045,0.39,2025-08-12,2025-08-12,2025-08-12 14:58:19
000628,大成高鑫股票A,4.8801,4.8801,4.8690,4.8690,0.0111,0.23,2025-08-12,2025-08-12,2025-08-12 14:58:19
000634,富国天盛灵活配置基金,1.3520,2.8810,1.3300,2.8590,0.0220,1.65,2025-08-12,2025-08-12,2025-08-12 14:58:18
000639,宝盈祥瑞混合A,1.1583,1.4843,1.1571,1.4831,0.0012,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
000646,华润元大量化优选混合A,1.7023,1.7023,1.6885,1.6885,0.0138,0.82,2025-08-12,2025-08-12,2025-08-12 14:58:18
000649,长城久鑫混合A,2.0291,2.4841,2.0091,2.4596,0.0200,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
000652,博时裕隆灵活配置混合A,3.6390,3.1510,3.6200,3.1350,0.0190,0.52,2025-08-12,2025-08-12,2025-08-12 14:58:19
000654,华商新锐产业混合,2.2170,2.2370,2.1500,2.1700,0.0670,3.12,2025-10-02,2025-10-02,2025-10-02 11:21:15
000655,鑫元稳利债券,1.0510,1.4767,1.0491,1.4748,0.0019,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
000656,前海开源沪深300指数A,1.5021,2.2421,1.4961,2.2361,0.0060,0.40,2025-08-12,2025-08-12,2025-08-12 14:58:19
000663,国投瑞银美丽中国混合A,1.2523,3.5753,1.2477,3.5707,0.0046,0.37,2025-08-12,2025-08-12,2025-08-12 14:58:19
000664,国联安通盈混合A,1.2963,1.6383,1.2993,1.6413,-0.0030,-0.23,2025-04-06,2025-04-06,2025-04-06 17:54:45
000667,工银绝对收益混合发起A,1.2960,1.2960,1.2960,1.2960,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
000668,国寿安保尊享债券A,1.2872,1.6864,1.2843,1.6835,0.0029,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
000669,国寿安保尊享债券C,1.2635,1.6628,1.2608,1.6601,0.0027,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
000672,工银绝对收益混合发起B,1.1770,1.1770,1.1770,1.1770,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
000673,融通四季添利债券(LOF)C,1.1180,1.2560,1.1137,1.2517,0.0043,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
000674,中海中短债债券A,0.9324,1.2221,0.9318,1.2215,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
000679,招商丰利灵活配置混合A,1.5140,1.5140,1.4940,1.4940,0.0200,1.34,2025-08-12,2025-08-12,2025-08-12 14:58:18
000684,长盛养老健康混合A,2.2324,2.2324,2.1974,2.1974,0.0350,1.59,2025-08-12,2025-08-12,2025-08-12 14:58:18
000688,景顺长城研究精选股票A,1.7670,2.0170,1.7360,1.9860,0.0310,1.79,2025-08-12,2025-08-12,2025-08-12 14:58:18
000689,前海开源新经济混合A,2.2911,2.4011,2.2669,2.3769,0.0242,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
000690,前海开源大海洋混合,1.7430,1.7430,1.7300,1.7300,0.0130,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
000692,汇添富双利债券C,1.7970,1.8840,1.7978,1.8848,-0.0008,-0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
000694,鑫元鸿利A,1.1299,1.5249,1.1284,1.5234,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
000696,汇添富环保行业股票,1.3950,1.6360,1.3730,1.6140,0.0220,1.60,2025-08-12,2025-08-12,2025-08-12 14:58:18
000697,汇添富移动互联股票A,1.7870,1.7870,1.7510,1.7510,0.0360,2.06,2025-08-12,2025-08-12,2025-08-12 14:58:18
000698,宝盈科技30混合,4.2320,4.2320,4.1580,4.1580,0.0740,1.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
000706,中邮多策略灵活配置混合,1.0890,1.5100,1.0840,1.5050,0.0050,0.46,2025-08-12,2025-08-12,2025-08-12 14:58:19
000711,嘉实医疗保健股票,2.1760,2.1760,2.1400,2.1400,0.0360,1.68,2025-08-12,2025-08-12,2025-08-12 14:58:18
000714,诺安稳健回报混合A,1.5740,1.7420,1.5590,1.7270,0.0150,0.96,2025-08-12,2025-08-12,2025-08-12 14:58:18
000715,民生加银高等级信用债E,1.1014,1.1014,1.1008,1.1008,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
000717,融通转型三动力灵活配置混合A,2.6170,2.6170,2.5710,2.5710,0.0460,1.79,2025-08-12,2025-08-12,2025-08-12 14:58:18
000720,南方稳利1年持有期债券C,1.1358,1.5061,1.1330,1.5033,0.0028,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
000727,融通健康产业灵活配置混合A/B,2.9140,2.9140,2.8530,2.8530,0.0610,2.14,2025-08-12,2025-08-12,2025-08-12 14:58:18
000728,工银目标收益一年定开C,1.4350,1.4810,1.4340,1.4800,0.0010,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
000729,建信中小盘先锋股票A,3.1860,3.1860,3.1670,3.1670,0.0190,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
000736,诺安聚利债券A,1.3656,1.4866,1.3630,1.4840,0.0026,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
000737,诺安聚利债券C,1.3544,1.4254,1.3519,1.4229,0.0025,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
000739,平安新鑫先锋A,2.4730,3.0190,2.4540,3.0000,0.0190,0.77,2025-08-12,2025-08-12,2025-08-12 14:58:18
000742,国泰新经济灵活配置混合A,2.1930,3.0990,2.1340,3.0400,0.0590,2.76,2025-08-12,2025-08-12,2025-08-12 14:58:18
000743,红塔红土盛世普益混合发起式,1.4542,2.1622,1.4481,2.1561,0.0061,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
000744,北信瑞丰稳定收益A,1.3130,1.5800,1.3110,1.5780,0.0020,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
000745,北信瑞丰稳定收益C,1.2770,1.5360,1.2760,1.5350,0.0010,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
000746,招商行业精选股票基金,4.3790,4.3790,4.3890,4.3890,-0.0100,-0.23,2025-04-06,2025-04-06,2025-04-06 17:54:45
000747,广发逆向策略混合A,2.9862,2.9862,2.9806,2.9806,0.0056,0.19,2025-08-12,2025-08-12,2025-08-12 14:58:19
000751,嘉实新兴产业股票,3.2930,3.2930,3.2550,3.2550,0.0380,1.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
000753,华宝量化对冲混合A,1.1658,1.3958,1.1686,1.3986,-0.0028,-0.24,2025-04-06,2025-04-06,2025-04-06 17:54:45
000754,华宝量化对冲混合C,1.1290,1.3590,1.1316,1.3616,-0.0026,-0.23,2025-04-06,2025-04-06,2025-04-06 17:54:45
000755,富安达新兴成长混合A,0.6350,0.6350,0.6213,0.6213,0.0137,2.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
000756,建信潜力新蓝筹股票A,3.5270,3.5270,3.4700,3.4700,0.0570,1.64,2025-08-12,2025-08-12,2025-08-12 14:58:18
000757,华富智慧城市灵活配置混合A,1.0158,1.2158,1.0004,1.2004,0.0154,1.54,2025-08-12,2025-08-12,2025-08-12 14:58:18
000761,国富健康优质生活股票,1.6459,1.6459,1.6408,1.6408,0.0051,0.31,2025-08-12,2025-08-12,2025-08-12 14:58:19
000762,汇添富绝对收益定开混合A,1.1930,1.1930,1.1950,1.1950,-0.0020,-0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
000763,工银新财富灵活配置混合,2.1920,2.1920,2.1840,2.1840,0.0080,0.37,2025-08-12,2025-08-12,2025-08-12 14:58:19
000767,华富国泰民安灵活配置混合A,1.5194,1.5694,1.5012,1.5512,0.0182,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
000772,景顺长城中国回报混合A,1.4530,1.8900,1.4350,1.8720,0.0180,1.25,2025-08-12,2025-08-12,2025-08-12 14:58:18
000778,鹏华先进制造股票,3.3130,3.3130,3.2980,3.2980,0.0150,0.45,2025-08-12,2025-08-12,2025-08-12 14:58:19
000780,鹏华医疗保健股票,2.2760,2.2760,2.2410,2.2410,0.0350,1.56,2025-08-12,2025-08-12,2025-08-12 14:58:18
000783,博时季季享持有期A,1.1552,1.1807,1.1546,1.1801,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
000784,博时季季享持有期B,1.1385,1.1622,1.1379,1.1616,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
000788,前海开源中国成长混合,1.0210,1.4710,1.0130,1.4630,0.0080,0.79,2025-08-12,2025-08-12,2025-08-12 14:58:18
000791,银华安颐中短债双月持有期债券C,1.1111,1.1261,1.1105,1.1255,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
000792,招商定期宝六个月期理财债券,1.0000,1.0000,0.0000,0.0000,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
000793,工银高端制造股票,1.5990,1.5990,1.5820,1.5820,0.0170,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
000794,宝盈睿丰创新混合A/B,2.6940,2.6940,2.6470,2.6470,0.0470,1.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
000796,宝盈睿丰创新混合C,2.3250,2.3250,2.2840,2.2840,0.0410,1.80,2025-08-12,2025-08-12,2025-08-12 14:58:18
000799,民生加银半年理财A,1.0002,1.0748,1.0002,1.0748,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
000800,华商未来主题混合,0.8780,0.8780,0.8720,0.8720,0.0060,0.69,2025-08-12,2025-08-12,2025-08-12 14:58:18
000801,中金纯债A,1.2430,1.4348,1.2411,1.4329,0.0019,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
000802,中金纯债C,1.1953,1.3770,1.1935,1.3752,0.0018,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
000803,工银研究精选股票,3.4180,3.4180,3.3690,3.3690,0.0490,1.45,2025-08-12,2025-08-12,2025-08-12 14:58:18
